Company Name,Position,Skills Required,Experience,Others ,Work Type,Company Overview
Cefalo Bangladesh,Full-stack JavaScript Developer,"Node.js, Express.js, Non-blocking IO, Async programming with Promises & async/await, RESTful API design, JWT authentication, MongoDB basics",3,,Onsite,Less learning opportunity
Cefalo Bangladesh,Full-stack JavaScript Developer,"React.js, Redux, Server-side rendering (SSR) with Next.js, Component reusability, Webpack basics, HTML semantics, CSS modules",2,,Onsite,Sometimes difficult to understand own improvement Someitmes scope of work is limited
Cefalo Bangladesh,Full-stack JavaScript Developer,"TypeScript, ES6 modules, Object-oriented programming in JS, Functional programming basics, API consumption, Axios/Fetch, Cross-browser compatibility",2,,Onsite,I am getting here work life balance. Office management are very caring. Good work environment. There are loyalty bonus after 3 years and paternity bonus after 1 year. 
Cefalo Bangladesh,Full-stack JavaScript Developer,"Nest.js fundamentals, Dependency injection, REST API implementation, Middleware usage, Async error handling, MongoDB CRUD, Mongoose",3,,Onsite,"I am getting here everything well but salary negotiation is not prioritize as expected. There are no provident fund or gratuity, no performance bonus."
Cefalo Bangladesh,Full-stack JavaScript Developer,"Testing frameworks: Jest, Mocha, Jasmine basics, Writing unit tests, Snapshot testing, Test coverage tools, TDD mindset",2,,Onsite,Thriving Environment: Fosters a positive and supportive work environment.
Cefalo Bangladesh,Full-stack JavaScript Developer,"Docker basics, Writing Dockerfile, Running containers, Intro to Kubernetes, Deploying Node.js apps, Environment variables handling",3,,Onsite,Cefalo has talented engineers but I feel that perhaps the projects are not offering much challenges in terms of technical difficulty.
Dream71 Bangladesh,Python Developer,"Python (3.x), Django basics, RESTful API development, ORM with Django ORM, User authentication, HTML5 & CSS3, React.js basics",0,,Onsite,A few friendly colleagues. Daily 10tk snacks
Dream71 Bangladesh,Python Developer,"Python, Flask framework, Jinja2 templating, SQLAlchemy ORM, Integration with multiple databases, Understanding HTTP methods, Front-end collaboration",1,,Onsite,"Lack of Respect: Engineers and technical staff are not valued; the office boy seems to have more influence than the Managing Director,"
Dream71 Bangladesh,Python Developer,"Django, CBV/FBV patterns, Multi-database routing, Async views basics, JWT authentication, React.js integration, Accessibility compliance basics",2,,Onsite,Unprofessional Behavior: The Project Manager frequently uses offensive language. creating a highly toxic and unsafe work environment.
Dream71 Bangladesh,Python Developer,"Python threading, Multi-process architecture, Celery for background tasks, API rate limiting, CSRF & XSS prevention, HTML templates, CSS modules",1,,Onsite,"Salary Problems: The company withholds the last month’s salary, making it difficult for employees to leave on good terms."
Dream71 Bangladesh,Python Developer,"Flask, Blueprints architecture, SQLAlchemy migrations, Integration with PostgreSQL & MongoDB, User roles & permissions, React components, Responsive design",0,,Onsite,"Management Issues: Leadership is extremely poor, with no accountability or respect for professional boundaries."
Dream71 Bangladesh,Python Developer,"Python core, Django REST Framework, ORM query optimization, Server-side rendering, Security best practices, OAuth2 basics, Front-end testing basics",2,,Onsite,No Growth: No real opportunities for career development or advancement.
Dream71 Bangladesh,Python Developer,"Python async programming (asyncio), REST API integration, ORM libraries, Template inheritance with Jinja2, Multi-environment deployment, Docker basics",2,,Onsite,Salary Range and salary review: Low salary with yearly review. Very hard to increment there. If can get 2k to 5k increments Generally.
Dream71 Bangladesh,Python Developer,"Django settings management, Middleware usage, Multi-tenant architecture basics, Front-end state management with React, CSS Flexbox & Grid, JWT & OAuth",1,,Onsite,"Just On Timely Salary. If the workstation is Bashundhara Office, then Office Environment is good."
Dream71 Bangladesh,Python Developer,"Flask app structuring, SQL joins & relations, Session & cookie handling, HTML5 semantics, CSS3 animations, Security compliance (OWASP basics)",2,,Onsite,"Lack of Fixed Workspace: There is no designated office area or fixed workstation, as work is assigned on a project basis."
Dream71 Bangladesh,Python Developer,"Python packaging, Pipenv/Poetry, ORM performance tuning, User authorization between systems, Cross-origin resource sharing (CORS), React routing, Code refactoring",2,,Onsite,No Reimbursement for Commute: There is no compensation for commuting expenses.
Dream71 Bangladesh,Software Engineer (Laravel),"Laravel framework, Eloquent ORM, MySQL database, RESTful API development, Vue.js basics, Git & GitHub",2,,Onsite,"Inconsistent Task Expectations: Employees are expected to perform tasks at both junior and senior levels, without a clear distinction in responsibilities."
Dream71 Bangladesh,Software Engineer (Laravel),"PHP 8, Laravel controllers & middleware, Socket programming basics, NoSQL (MongoDB) fundamentals, API integration, HTML5 & CSS3",3,,Onsite,"There is significant pressure to work beyond regular hours, including weekends and late nights, often without adequate work-life balance."
Dream71 Bangladesh,Software Engineer (Laravel),"Laravel Blade templating, Routing & request validation, WebSocket communication, Real‑time updates, React.js basics, Axios for API calls",2,,Onsite,"Employees with expertise in specific technologies (e.g., Java) may be forced to work with other technologies when projects demand it, with the risk of termination if they refuse."
Dream71 Bangladesh,Software Engineer (Laravel),"Laravel event broadcasting, Pusher integration, MySQL query optimization, REST API security, JWT authentication, Vue.js components",3,,Onsite,Management often does not acknowledge or respect employees' personal lives and family commitments.
Dream71 Bangladesh,Software Engineer (Laravel),"PHP OOP principles, MVC architecture, Eloquent relationships, Database migrations & seeders, Socket.IO basics, Front‑end collaboration",2,,Onsite,"here are instances where employees are required to work through the night and the following day without sleep, with those who refuse facing negative consequences."
Dream71 Bangladesh,Software Engineer (Laravel),"Laravel queues & jobs, Task scheduling, NoSQL data modeling, API documentation (Swagger), React hooks, Responsive design",3,,Onsite,"Colleagues are friendly, fresher friendly. Freshers can learn a lot, especially programmers."
Dream71 Bangladesh,Software Engineer (Laravel),"Laravel Passport/Sanctum, Token‑based authentication, Socket server setup, Real‑time notifications, MySQL transactions, Vue.js reactive data binding",4,,Onsite,Management doesn't permanent the interns. They love to do all of their work with interns so that they can do the project at a cheap cost.
Dream71 Bangladesh,Software Engineer (Laravel),"Writing unit tests with PHPUnit, Code refactoring, RESTful API consumption, WebSocket event handling, Database indexing, Front‑end state management",2,,Onsite,alary is given at 10 but when you are on notice period you will not get any salary. The company has done with most of the employees so employees resign without notice.
Dream71 Bangladesh,Software Engineer (Laravel),"Laravel service container, Dependency injection, Broadcasting & listeners, API versioning, Real‑time dashboards, Vue.js lifecycle methods",3,,Onsite,doesn't provide lunch.
Dream71 Bangladesh,Software Engineer (Laravel),"Git branching strategies, Agile & Scrum basics, Code review participation, API error handling, Socket connection troubleshooting, Cross‑browser compatibility",2,,Onsite,"Timely salary, Working with Government project"
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"PHP basics, Laravel fundamentals, Blade templating, MySQL CRUD, Git & GitHub, Debugging techniques",0,,Onsite,Work pressure to meet deadline
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"Laravel routing & controllers, Request validation, Eloquent ORM basics, HTML5 & CSS3, Front‑end collaboration",1,,Onsite,You will get salary by 10th of that month
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"Database migrations & seeders, Simple relationships (hasOne, belongsTo), Query builder basics, REST API basics, Postman testing",0,,Onsite,Not a good workplace
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"Blade template inheritance, Form handling, CSRF protection, Session & flash messages, Code readability",0,,Onsite,No Time Flexibility Management behavior is very poor
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"PHP OOP principles, MVC architecture, Basic API integration, JSON handling, Working with front‑end frameworks",0,,Onsite,Very poor management
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"Git commit & merge basics, Pull request process, Code review participation, Debugging build issues, Team communication",0,,Onsite,workload is very heavy.
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"Artisan commands, Environment config (.env), Pagination, Simple validation rules, Debugbar usage",0,,Onsite,They think that you don't have a personal life. PM behavior is very poor. He is only good at delivering lectures.
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"Basic Vue.js or React.js concepts, Component creation, API consumption with Axios, Blade + Vue integration, Responsive design basics",1,,Onsite,"On time salary, little time flexibility."
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"Writing clean & maintainable code, Following naming conventions, Commenting code, Learning from seniors, Agile & Scrum basics",1,,Onsite,Workload is very heavy. Sometimes you have to take care 2/3 projects in a single hand.
Dream71 Bangladesh,Trainee Software Engineer ( Laravel),"RESTful service concepts, HTTP methods, Status codes, Simple API error handling, Collaboration between front‑end & back‑end",1,,Onsite,#NAME?
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","JavaScript (ES6+), React.js, JSX, CSS3, HTML5, Git & GitHub, Responsive design",2,,Onsite,All are govt projects.. No Plan for Software Architecture
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","React components & hooks, Redux state management, Webpack basics, Browser debugging tools, Cross-browser compatibility, NPM",3,,Onsite,Friendly Environment On Time salary Flexible working Environment Helpful seniors
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","Reusable component design, Functional programming basics, React Router, Flexbox & Grid, Sass/SCSS, Code splitting",4,,Onsite,Salary increment is Very much low amount. Thats why employees move others company. Otherwise everything is ok
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","Translating wireframes to code, Styled-components, Component lifecycle methods, Performance optimization, Lighthouse audit, Lazy loading",2,,Onsite,"Poor, low quality management No salary review."
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","Redux architecture, Flux pattern basics, Context API, Immutable data, State normalization, Debugging Redux dev tools",2,,Onsite,You will get your salary by the 10th that's the only pro I can see
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","Unit testing with Jest, Snapshot testing, Enzyme basics, Test coverage tools, Writing testable components, TDD mindset",3,,Onsite,-job security -on-time salary (10th of the month ) -learning opportunity
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","HTML semantics, ARIA roles for accessibility, CSS transitions & animations, Responsive media queries, Pixel-perfect implementation, UI/UX collaboration",2,,Onsite,"Good Teammates ,Bangladesh Govt. Projects ,Freedom of work"
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","Asynchronous JavaScript (Promises, async/await), REST API integration with Axios/Fetch, Error boundaries in React, Handling loading & error states, Code refactoring",2,,Onsite,Food is on your own.
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","Webpack configuration, Code bundling & minification, Tree shaking, Build performance monitoring, Deploying static assets, Source maps",3,,Onsite,Calls at midnight for work.
Dream71 Bangladesh,"Software Engineer (Front End, React JS)","Browser-based performance profiling, React DevTools, Memory leak detection, DOM optimization, Event handling best practices, Troubleshooting slow renders",2,,Onsite,"Nothing really, if you are good at buttering the MD probably you will survive."
Dream71 Bangladesh,Software Engineer (ASP.NET),"C#, ASP.NET MVC, Entity Framework, LINQ, Oracle database basics, RESTful API development, Git & GitHub",2,,Onsite,The company has a great background profile. All colleagues are pretty good and friendly
Dream71 Bangladesh,Software Engineer (ASP.NET),".NET Core, Dependency injection, Razor views, SQL queries & stored procedures, AngularJS basics, Responsive design",3,,Onsite,Salary policy not good. Salary paid to staff at 9-14.
Dream71 Bangladesh,Software Engineer (ASP.NET),"Object-oriented programming in C#, Design patterns (Repository, Singleton), Unit testing with MSTest/NUnit, Debugging tools, SDLC understanding",2,,Onsite,Basically they do not follow any software engineering principles and rules and regulations.
Dream71 Bangladesh,Software Engineer (ASP.NET),"ASP.NET Web API, JSON & XML serialization, Middleware usage, Error handling strategies, Performance optimization, Code refactoring",3,,Onsite,Without analysis start coding and stack into the mid of the project.
Dream71 Bangladesh,Software Engineer (ASP.NET),"Database design fundamentals, Writing scalable SQL queries, Oracle PL/SQL basics, ORM usage with Entity Framework, Connection pooling",2,,Onsite,Good opportunities for freshers as you will be greeted with senior level responsibilities. Which will force you to develop yourself.
Dream71 Bangladesh,Software Engineer (ASP.NET),"Front-end integration with AngularJS, Two-way data binding, REST API consumption, HTML5 & CSS3, JavaScript basics, Cross-browser compatibility",3,,Onsite,No SDLC is maintained.
Dream71 Bangladesh,Software Engineer (ASP.NET),"Code review participation, Writing clean & maintainable code, Agile & Scrum collaboration, Jira/Task tracking, Documentation best practices",2,,Onsite,"The environment is good, Office interior is pretty okay."
Dream71 Bangladesh,Software Engineer (ASP.NET),"Testing & deployment processes, Build automation basics, CI/CD awareness, Version control strategies, Release management basics",2,,Onsite,"they are focusing on project quantity, not quality."
Dream71 Bangladesh,Software Engineer (ASP.NET),"Debugging & troubleshooting, Memory leak detection, Logging frameworks (log4net/Serilog), Application monitoring basics, Refactoring legacy code",2,,Onsite,they don't willing to give a good machine or a phone device to the employee.
Dream71 Bangladesh,Software Engineer (ASP.NET),"Software architecture principles, Layered architecture, Collaborating with cross-functional teams, Technical support skills, SDLC documentation",3,,Onsite,One of the Promising tech companies. They provide salary in time
Ollyo,UI/UX designer,"Wireframing, Prototyping, User flows, Figma basics, Collaboration with developers, Responsive design",0,,Onsite,Good environment with good people
Ollyo,UI/UX designer,"Adobe XD, Interactive prototypes, Usability testing, Color theory, Typography, Component libraries",1,,Onsite,Very well decorated office. Good working environment and fellowship.
Ollyo,UI/UX designer,"Sketch basics, Low & high fidelity wireframes, Design systems, Design consistency, Branding alignment, User journey mapping",1,,Onsite,Some inside politics are invloved
Ollyo,UI/UX designer,"User research fundamentals, Persona creation, Competitive analysis, Feedback analysis, Iterative design, A/B testing basics",1,,Onsite,Remote area but they have transport
Ollyo,UI/UX designer,"Visual hierarchy, Layout grids, Spacing & alignment, Accessibility basics (WCAG), Contrast checking, Icon design",1,,Onsite,Best office in Bangladesh and best office culture.
Ollyo,UI/UX designer,"Interactive design, Micro-interactions, Animation basics, Adobe After Effects intro, Storyboarding, User engagement focus",0,,Onsite,Too competitive in prospect of Bangladesh job market!
Ollyo,UI/UX designer,"Collaboration tools (Zeplin, InVision), Handoff to developers, Design specs, Versioning in Figma, Feedback integration, Agile workflow",0,,Onsite,You'll get free coffee and motivational speeches from CEO
Ollyo,UI/UX designer,"Information architecture, Card sorting, Content hierarchy, Sitemap creation, Navigation design, Usability heuristics",1,,Onsite,You won't receive adequate recognition for your hard work and creativity in this unsupportive and envy-ridden work environment.
Ollyo,UI/UX designer,"HTML & CSS basics (for better collaboration), Responsive design principles, Mobile-first design, Breakpoints planning, Grid systems",1,,Onsite,"Beautiful campus, coffee, snacks, indoor games."
Ollyo,UI/UX designer,"Design critique participation, Presenting design ideas, Receiving and giving feedback, Problem-solving mindset, Empathy for users, Iterative improvement",1,,Onsite,"Kiss-ass decision-making management. The CEO himself is a kind-hearted person. Yet, he chose his people around wrong."
Ollyo,Visual Developer,"HTML5, CSS3, Responsive design basics, Flexbox & Grid, Converting Figma to code, Pixel-perfect implementation",1,,Onsite,Supportive and collaborative work environment Excellent opportunities for professional development Competitive salary and comprehensive benefits package
Ollyo,Visual Developer,"Visual development tools (Droip basics), Interactive design principles, Transitions & animations, Browser testing, Cross-browser compatibility",2,,Onsite,Occasional need for extended hours
Ollyo,Visual Developer,"CSS animations, Keyframes, Hover effects, Smooth scrolling, Scroll-triggered animations, Parallax basics",2,,Onsite,They provide free good food
Ollyo,Visual Developer,"Collaboration with designers, Translating design specs, Asset optimization (SVG, webp), Performance testing, Accessibility basics (WCAG)",1,,Onsite,The colleagues and the CEO himself are awesome :) I still miss the JoomShaper and Themeum office culture in the Dhanmondi office
Ollyo,Visual Developer,"Responsive breakpoints planning, Mobile-first design, Fluid grids, Viewport units, Media queries, Testing on devices",2,,Onsite,There is no cons here
Ollyo,Visual Developer,"HTML semantics, ARIA roles for accessibility, Alt text usage, Color contrast checking, Keyboard navigation support",2,,Onsite,Just the salary but they are paying great according to BD standards I must agree
Ollyo,Visual Developer,"Managing multiple projects, Task prioritization, Version control basics (Git), Communication skills, Agile environment experience",1,,Onsite,"Really good culture, good environment and good people"
Ollyo,Visual Developer,"Problem solving, Debugging CSS & layout issues, DOM inspection with dev tools, Fixing rendering bugs, Code refactoring",2,,Onsite,Nothing at all. Everyone is friendly.
Ollyo,Visual Developer,"Staying updated with design trends, Exploring Dribbble/Behance, Experimenting with motion design, Learning new visual tools, Creative brainstorming",2,,Onsite,"Salary structure, payment, and increment are very good. Well-mannered colleagues and a friendly environment. Have game zone, Gym, Coffee bar, Buffet lunch."
Ollyo,Visual Developer,"Integrating static & dynamic content, Smooth page transitions, Lazy loading images, Optimizing web performance, Clean and maintainable code",1,,Onsite,"No provident fund, No health insurance, Hired some low-skilled people who make chaos in a work environment that is very toxic"
Ollyo,Artist/Designer,"UI design basics, Wireframing, Figma or Adobe XD, Typography, Color theory, Visual hierarchy",0,,Onsite,"Good work environment, culture, communication process"
Ollyo,Artist/Designer,"Creative graphic design, Adobe Photoshop, Illustrator, Digital illustration, Branding basics, Icon design",0,,Onsite,Location may create problems for employee
Ollyo,Artist/Designer,"Motion graphics, Adobe After Effects, Animation principles, Storyboarding, Timing & transitions, Visual storytelling",0,,Onsite,"A positive company culture, opportunities for growth and development, good compensation and benefits, supportive management, and a comfortable work environment"
Ollyo,Artist/Designer,"Prototyping interactive interfaces, Component libraries, Design consistency, Responsive design basics, Collaboration with developers",0,,Onsite, lack of work-life balance due to long commutes and traffic
Ollyo,Artist/Designer,"Conceptual thinking, Sketching ideas, Mood boards, Experimenting with style, Visual exploration, Creative brainstorming",1,,Onsite,Other Benefits as Per Company Policy.
Ollyo,Artist/Designer,"Portfolio building, Documenting design process, Presenting design ideas, Receiving and applying feedback, Team collaboration",1,,Onsite,Separate Muslim prayer areas for male and female.
Ollyo,Artist/Designer,"Color palette creation, Visual balance, Composition rules, Negative space usage, Contrast checking, Style guide basics",1,,Onsite,The job was flexible and paid fairly well for a remote gig
Ollyo,Artist/Designer,"Character design basics, Vector illustration, Infographics, Custom icons, Graphic assets for web & mobile",2,,Onsite,It is rather monotonous work with little in the way of training
Ollyo,Artist/Designer,"Animation tools (Adobe Animate, Lottie basics), Micro‑interactions, Motion for UI, Dynamic content design, GIF creation",1,,Onsite,Friendly environment and friendly CEO
Ollyo,Artist/Designer,"Staying updated with design trends, Learning new tools, Creative problem-solving, Time management, Cross-team communication",1,,Onsite,I think there are no cons
Ollyo,Full-stack Developer,"PHP 7/8, ReactJS basics, MySQL CRUD operations, HTML5, CSS3, Responsive design, Git version control",2,,Onsite,Best office in Bangladesh
Ollyo,Full-stack Developer,"Front-end development with ReactJS, Component-based architecture, RESTful API integration, PHP backend logic, Database queries, Cross-browser testing",3,,Onsite,"It's not acceptable to interfere in employees' personal lives or social media accounts, or exploit employees for political purposes."
Ollyo,Full-stack Developer,"Object-oriented PHP, MVC architecture, React hooks, JSX syntax, Writing clean and maintainable code, Debugging techniques",2,,Onsite,Excellent opportunities for professional development
Ollyo,Full-stack Developer,"MySQL database design, Indexing and query optimization, Database normalization, Data integrity, Building scalable schema",3,,Onsite,Just the salary but they are paying great
Ollyo,Full-stack Developer,"Front-end performance optimization, Code splitting in React, Lazy loading components, CSS optimization, Lighthouse audits",2,,Onsite,Everyone is friendly.
Ollyo,Full-stack Developer,"HTML semantics, CSS Flexbox & Grid, Responsive breakpoints, Mobile-first design, Collaboration with UI/UX designers",3,,Onsite,Hired some low-skilled people who make chaos in a work environment that is very toxic
Ollyo,Full-stack Developer,"Git workflows, Branching & merging, Pull requests, Code review participation, Agile & Scrum basics, Task tracking tools (Jira/Trello)",2,,Onsite,No health insurance
Ollyo,Full-stack Developer,"Writing reusable PHP functions, REST API development, JSON handling, Error handling in React, Handling asynchronous data with Axios/fetch",3,,Onsite,Should hire people with good skilled and expert WordPress plugin developers
Ollyo,Full-stack Developer,"Collaboration across departments, Translating business requirements into technical specs, Presenting technical ideas, Participating in sprint planning",3,,Onsite,Increase Salary
Ollyo,Full-stack Developer,"Keeping up with new web technologies, Exploring new React libraries, Continuous learning mindset, Refactoring legacy code, Improving team code quality",2,,Onsite,One potential con is its location
Ollyo,PHP Developer,"PHP basics, MySQL CRUD operations, HTML basics, CSS basics, Git version control, Debugging skills",1,,Onsite,flexible shifts and alternative transportation options are provided to help mitigate this issue.
Ollyo,PHP Developer,"Object-oriented PHP, Writing reusable functions, RESTful API basics, SQL joins, Database indexing basics, Agile collaboration",2,,Onsite,Excellent Culture and Working Environment
Ollyo,PHP Developer,"MVC architecture basics, Building scalable back-end logic, Prepared statements, Error handling in PHP, Code refactoring",3,,Onsite,paid fairly well for a remote gig
Ollyo,PHP Developer,"PHP and MySQL integration, Database design fundamentals, Data validation & sanitization, Query optimization, Handling large datasets",0,,Onsite,think there are no cons
Ollyo,PHP Developer,"Database normalization, Foreign keys & relationships, Writing complex queries, Maintaining data integrity, Using phpMyAdmin",0,,Onsite,Good working environment
Ollyo,PHP Developer,"Version control with Git, Branching & merging, Pull requests, Participating in code reviews, Sharing best practices",0,,Onsite,Nothing to say.
Ollyo,PHP Developer,"Performance optimization, Caching strategies basics, Minimizing DB calls, Profiling & logging, Reducing page load times",1,,Onsite,Too competitive
Ollyo,PHP Developer,"Understanding SDLC, Agile & Scrum basics, Sprint planning, Collaborating with cross-functional teams, Task tracking tools",2,,Onsite,exploit employees for political purposes.
Ollyo,PHP Developer,"Using Composer for dependency management, Debugging with Xdebug, Writing clean & readable code, Following naming conventions, Documentation basics",3,,Onsite,unsupportive and envy-ridden work environment.
Ollyo,PHP Developer,"Staying updated with PHP frameworks (Laravel, CodeIgniter basics), Exploring new database technologies, Continuous learning mindset, Applying new techniques",1,,Onsite,The CEO himself is a kind-hearted person.
Farnex,Software Development,"Java ,PHP ,Javascript",2,,Onsite,Very satisfied with their service. We hired them to build out Customer Relationship Management software in early 2023 and safe to say we made the right call with Farnex. Their post-launch support has been great as well. Highly recommended!
Farnex,Software Development,IT & Networking,0,,Onsite,"Loved the website Farnex built us within just a month. Farnex has made the entire process feel very smooth and seamless. On another note, really appreciate their prompt and direct communication, definitely one of the best I’ve seen so far."
Farnex,Software Development,"Java ,PHP ,Javascript",1,,Onsite,The experience is good as they are very cooperative. They put attention to our every details which made is more convenient to tailor our needs.
Farnex,Software Development,"LRESTful API development, Java ,PHP ,Javascript",3,,Onsite,"We brought in Farnex for team augmentation to handle three of our on-site projects, and they delivered skilled developers who blended in seamlessly with our team. The project wrapped up ahead of schedule, which was a big plus. Loved working with them."
Farnex,Cyber Security,IT & Networking,0,,Onsite,Exceptional as they are very cooperative in every step
Farnex,Cyber Security,"Java ,PHP ,Javascript , Laravel framework, Eloquent ORM, MySQL database, RESTful API development, Vue.js basics, Git & GitHub",1,,Onsite,They are very committed.
Farnex,Cyber Security,"Security fundamentals, Antivirus tools, Firewall basics, Strong password practices, USB device policy, Understanding malware",2,,Onsite,Their service were fantastic. Recommended
Farnex,Cyber Security,"Java ,PHP ,Javascript",1,,Onsite,They are very sincere about the quality and time table
Farnex,Cyber Security,"Network protocols such as TCP/IP, UDP, ICMP, and SNMP",2,,Onsite,"They were pretty good. Overall their service, quality and client service were top notch . The experience of creating NativExpo International's official website with Farnex involved a comprehensive and collaborative process"
Bdtask,Sales asistant,"CRM tools, MS Excel, communication, client pitching, customer relationship management",1,,Onsite,It’s great working here with everyone
Bdtask,Reactjs developer,"React, JavaScript, TypeScript, Redux, HTML/CSS, REST APIs, Git",2,,Onsite,the work environment is extremely toxic and demotivating.
Bdtask,Software engineer,"Java, Spring Boot, SQL, Data Structures, Git, REST APIs",1,,Onsite,"Good work environment, monthly two saturday weekend with all friday."
Bdtask,Software engineer,"Python, Django, PostgreSQL, OOP, Agile",0,,Onsite,"This company teaches you restraint and the ability to not punch people in their faces. And the project manager (only one of them) is somewhat nice, the rest are monkeys. Illiterate, arrogant monkeys."
Bdtask,.net developer,"C#, .NET Core, SQL Server, ASP.NET, JavaScript, Entity Framework",1,,Onsite,May occurs opportunity to learn from talented professionals during their tenure.
Bdtask,Sales associate,"Lead generation, CRM (Salesforce), negotiation, MS Office, market analysis",3,,Onsite,Nothing is good there to much toxic work environment
Bdtask,Laravel developer,"PHP, Laravel, MySQL, JavaScript, REST APIs, Git",2,,Onsite,"On time salary (though last 5 months, salary has been given after 10th of a month)"
Bdtask,Blockchain developer,"Blockchain, Solidity, Hyperledger, Java, REST APIs, cryptography",2,,Onsite,"Challenging Projects: The projects I’ve worked on are both challenging and rewarding, providing real-world experience that has significantly enhanced my skill set."
Bdtask,Customer support engineer,"Technical support, JIRA, communication, troubleshooting, networking basics",3,,Onsite,Bdtask have lot of software and ready script for Envato. As a Customer Support Engineer there is lot of scope to learn about many industry and scope to grow knwoledge on lot of software.
Bdtask,Seo executive,"SEO tools (Ahrefs, SEMrush), keyword research, Google Analytics, content optimization",3,,Onsite,"Being an employee at Bdtask Limited has been a wonderful experience. The work culture is positive, and everyone is very supportive. I feel valued and appreciated here. The company encourages learning and growth, which has helped me develop my skills. "
Bdtask,Python developer,"Python, Flask, PostgreSQL, Pandas, API integration, Git",1,,Onsite,"I didn't get anything good there, being unemployed is much better than joining here"
Bdtask,Software engineer,"C++, Algorithms, SQLite, Data Structures, Linux",2,,Onsite,Job security is low. Salary low. Lounch facility low
Bdtask,IT Engineer,"Networking (TCP/IP, DNS), Linux, Cisco, Bash scripting, system monitoring",1,,Onsite,For learning it's okay to join here but for earning don't join this company
Bdtask,Project manager,"Scrum, JIRA, stakeholder management, Agile methodologies, MS Project",1,,Onsite,It’s progressive. Large Work environment.
Bdtask,software engineer,"Node.js, Express, MongoDB, REST APIs, Agile",1,,Onsite,I don't found any good here.
Bdtask,Laravel developer,"PHP, Laravel, MySQL, jQuery, Bootstrap, API integration",3,,Onsite,Good for newcomers.The starting point for learning web development.Good relationship between senior & junior developers.Timely salary payment (almost 8-12)
Bdtask,Software engineer,"JavaScript, Angular, TypeScript, REST APIs, Git, Scrum",2,,Onsite,salary given within 10 every month
Bdtask,Software engineer,"Ruby on Rails, PostgreSQL, TDD, JavaScript, CI/CD",1,,Onsite,On time salary and Developer relationship is too good
Bdtask,Mobile applications developer,"Kotlin, Android SDK, Flutter, Dart, REST APIs, Firebase",0,,Onsite,"Every Single Thing, Their Mentality, Their Motive, Their System, Their HR Every Single One."
Bdtask,Php developer,"PHP, CodeIgniter, MySQL, HTML/CSS, JavaScript, Git",1,,Onsite,Worst Culture for the flexible employee
Bdtask,Techical support engineer,"Cisco, troubleshooting, customer support, network monitoring",0,,Onsite,The overall status & work environment is excellent!
Bdtask,Software engineer,"Go, Docker, Kubernetes, SQL, microservices",2,,Onsite,"Leaning is not the standard, the basement is not well for seniors"
Bdtask,Software developer,"C#, .NET, SQL Server, HTML/CSS, JavaScript, Agile",1,,Onsite,"No lunch, no commitment, no law, i am the boss mentality, no technical project manager. They promote tester to project manager. Its over now,"
Bdtask,Software developer,"Java, Spring Boot, MySQL, Data Structures, JIRA",2,,Onsite,low pay scale and poor management
Bdtask,Junior sqa engineer,"Manual testing, JIRA, TestRail, SQL, basic Selenium",2,,Onsite,"Worst environment for women to work. Some of the old employees harass women employees, try flirt with women employees."
Bdtask,software engineer,"Python, Django, REST APIs, Git, PostgreSQL, CI/CD",0,,Onsite,"You have to buy your lunch, prayer, tea time. Also, Management and HR are the worst that I have ever faced. The work environment is like garments. They don't even have a piece of minimum knowledge about the software development lifecycle and their coding structure is horrible."
Bdtask,Software support engineer,"Billing software, technical support, JIRA, communication, basic networking",3,,Onsite,"When i first joined here, i had no experience and i was the first female employee. But i never felt anything uncomfortable or different. Because everyone was very friendly and helpful. I have learned a lot from my experience. "
Bdtask,Php developer,"PHP, Laravel, MySQL, JavaScript, REST APIs, version control",1,,Onsite,"You have to buy your lunch time, prayer time. Grouping by management selected personals. When you rise your expectations, you may get kicked without any notice. No work from home even in pandemic situation. No good culture and good practice. "
Bdtask,Reactjs developer,"PHP, Laravel, MySQL, JavaScript, REST APIs, version con",1,,Onsite,"So much learning scope. The company has an awesome environment. A friendly environment. Bdtask Limited is one of the best and leading innovative software developing companies in Bangladesh. Promises to offers the world's best customized or ready-made mobile App, web, and desktop software."
Bdtask,SQA Engineer,"Selenium, TestNG, Postman, API testing, Agile, JIRA",2,,Onsite,Don't have solid experience in SRS. So can not understand the time estimation. They give huge pressure to employee.
